#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
YjeF-related protein	univ	cs	10	Dickkopf-related protein 1	800db786a6fcd5d04e1a6afbc9e3b0c8mlt_after	0	Dickkopf-related protein 2	8d0bea496aa28ee6ac871f053feb642cmlt_after	0	Dickkopf-related protein 3	bab0d47669c295c9b5085c40862a90b8mlt_after	0	Dickkopf-related protein 4	e2d8a31ff5e712d078401c6698245017mlt_after	0	T-related protein	be5f5153c8a834f56b7a3562288d528dmlt_after	0	Membrane frizzled-related protein	7daa7cc74fe147e28f0ffdb2c6e2f3a2mlt_after	0	Dickkopf-related protein 4 short form	dc800cf6733756ee93bc1af2ec5f86b8mlt_after	0	La-related protein 1	c4ca7dda4fe86115f9e8bae699d2a387mlt_after	0	La-related protein 4	4775f638dd11c828b488ba2628206116mlt_after	0	La-related protein 6	9c0d6658a20266aa883c531b4dc22df3mlt_after	0
Zn-dependent protease with chaperone function	univ	cs	10	ATP-dependent chaperone ClpB	8ee239576a59065a20b9468e051b61ddmlt_after	0	Uncharacterized Zn-dependent protease MJ0611	83972447634970680b5da57eb925fbeamlt_after	1	ATP-dependent protease	5672db82fa30541171ba7f1d311f7eccmlt_after	0	ATP-dependent protease subunit HslV	d1528f21d534000517472722a9fb36cdmlt_after	0	ATP-dependent molecular chaperone HSC82	8dcaa4fc43db53df1fc5069b704f6226mlt_after	0	ATP-dependent molecular chaperone HSP82	f36fd93884eeb478969c2b8797cebf02mlt_after	0	ATP-dependent protease LonB	d0889bd36ab36c33d421e2ec3ad5a3f4mlt_after	0	Calcium-dependent protease	94174a190a8eb18c270130476eafec77mlt_after	0	ATP-independent periplasmic protein-refolding chaperone	babe91ac0746645c4391950a0cb9c610mlt_after	0	ATP-dependent protease ATPase subunit HslU	c1ed9896d0e31c80acd61ff4a62202e0mlt_after	0
[NiFe] hydrogenase maturation protein HypF	univ	cs	10	[FeFe] hydrogenase maturase subunit HydE	45f40605488fb0b9c7c440d9e1f150bfmlt_after	3	hydrogenase maturation protease MJ0253	830c4b1a2cbe8665f1ce181a55fd65f6mlt_after	1	hydrogenase maturation protease MJ0631	bb797c9a1855cc6cce25beb90846d406mlt_after	1	formate hydrogenlyase maturation protein HycH	ba19cad3b30a89e23190cf1a67620078mlt_after	4	Hydrogenase maturation factor HypA	e51863dc5d34844be3be73fe69f6a8a1mlt_after	4	Hydrogenase maturation factor HypB	647eafac37e3ea8dcc2200938cb742e3mlt_after	4	Hydrogenase maturation factor HypC	3ff1f12e4fcf6223b2be06da453235dfmlt_after	4	Hydrogenase maturation factor HypD	ba206ff3e3876b27ff7131d74f077d72mlt_after	4	Hydrogenase maturation factor HypA 1	66c4d26d54e82186fed7b765a59256b5mlt_after	4	Hydrogenase maturation factor HypA 2	344ad1a3902aacb1c147b8bddaba999emlt_after	4
acetolactate synthase, large subunit, biosynthetic type	univ	cs	10	acetolactate synthase large subunit	f8feed2fca63b75f622028464069ae75mlt_after	1	Acetolactate synthase large subunit IlvG	b09457191f8f0e9fd26de393256a3788mlt_after	2	acetolactate synthase large subunit IlvX	a65d9b0d9d756e2f91555b8e5738f90fmlt_after	2	Acetolactate synthase large subunit IlvB1	7e829904fae41d5af029c4fdeccff21bmlt_after	2	acetolactate synthase large subunit IlvB2	a42777b61c751475377a84df918264bemlt_after	2	acetolactate synthase 3 large subunit	b0abb6c80718df46a9cf8963574a2a95mlt_after	6	Acetolactate synthase isozyme 1 large subunit	28d55f3e9483811c41495b6bdcd1029dmlt_after	7	Acetolactate synthase isozyme 2 large subunit	21fca81cf29b00b9d48d239c0b1aae19mlt_after	7	Acetolactate synthase isozyme 3 large subunit	02944f16ab25ec4e2c775d293ee87a55mlt_after	7	glutamate synthase large subunit	d94647907c389abe187f84994f6d7862mlt_after	10
acetyl-CoA carboxylase, biotin carboxylase	univ	cs	10	acetyl-CoA carboxylase biotin carboxylase subunit	5eb186d738f3e307d766ede2e8d55d8cmlt_after	1	acetyl-CoA carboxylase accC (biotin carboxylase	183c45b0e35180950e5522551a34a2b1mlt_after	8	acetyl-CoA carboxylase biotin carboxyl carrier protein	869a35e2518c16af37048d25d2677e05mlt_after	2	acetyl-CoA carboxylase biotin carboxyl carrierprotein subunit	c0a45e7eb65fd1ad5ecc03734ea70434mlt_after	9	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	a61a1cfba28380ac0404a41d407331d8mlt_after	3	acetyl-CoA carboxylase accC (biotin carboxylase subunit)	13685c5e9909e892d4e169c41deac6f1mlt_after	10	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	2c303b82663d50253881826fe331f61cmlt_after	4	Acetyl-CoA carboxylase	6852cf9c03c38f5e30dc21635695f631mlt_after	5	biotin--[acetyl-CoA-carboxylase] ligase	fb91986d11e9a0cf32d24c61781c26e5mlt_after	7	Acetyl-CoA carboxylase 1	6881d2cd9ef77ac97f76502c3a09b38cmlt_after	6
acetyl-CoA carboxylase, carboxyl transferase, alpha subunit	univ	cs	10	acetyl-CoA carboxylase carboxyltransferase subunit alpha	278d38d3757de96320ed938c1a0b71e9mlt_after	1	acetyl-CoA carboxylase carboxyl transferase subunit alpha	85c2ede886f6f0b0ef6c1d2629a6cc5cmlt_after	2	acetyl-CoA carboxylase carboxyltransferase subunit beta	23beb438032737d8e7cbe1beceb42128mlt_after	5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	0d9112d8bfe19250c11994490c882f71mlt_after	3	Propionyl-CoA carboxylase, carboxyltransferase subunit	5d8ebd09a181fa7b4e0073686d499479mlt_after	6	Acetyl-coenzyme A carboxylase carboxyl transferase subunits beta/alpha	64d631cfaf8d62b41a85a843be92dbcbmlt_after	7	acetyl-CoA carboxylase subunit A	483ed2d321ec3570c1f592b22fa46698mlt_after	4	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	bfd35868e65eb481ec114b0260414e20mlt_after	8	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 1	0424427ab815af997857b7dc0349ab6amlt_after	9	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 2	181aef8263b3a2cde243be99a3bdf540mlt_after	10
acetyl-CoA carboxylase, carboxyl transferase, beta subunit	univ	cs	10	acetyl-CoA carboxylase carboxyltransferase subunit beta	23beb438032737d8e7cbe1beceb42128mlt_after	1	acetyl-CoA carboxylase carboxyltransferase subunit alpha	278d38d3757de96320ed938c1a0b71e9mlt_after	7	acetyl-CoA carboxylase carboxyl transferase subunit alpha	85c2ede886f6f0b0ef6c1d2629a6cc5cmlt_after	8	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	bfd35868e65eb481ec114b0260414e20mlt_after	2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 1	0424427ab815af997857b7dc0349ab6amlt_after	3	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 2	181aef8263b3a2cde243be99a3bdf540mlt_after	4	Propionyl-CoA carboxylase, carboxyltransferase subunit	5d8ebd09a181fa7b4e0073686d499479mlt_after	5	acetyl-CoA carboxylase subunit A	483ed2d321ec3570c1f592b22fa46698mlt_after	9	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	0d9112d8bfe19250c11994490c882f71mlt_after	10	Acetyl-coenzyme A carboxylase carboxyl transferase subunits beta/alpha	64d631cfaf8d62b41a85a843be92dbcbmlt_after	6
acetylornithine aminotransferase (acoat)	univ	cs	10	acetylornithine aminotransferase	ee2810037489c0ddcae3cffdbb4f88afmlt_after	1	Acetylornithine aminotransferase 1	51f9b34229815935d9e8969f92b195cfmlt_after	2	Acetylornithine aminotransferase 2	285a6bced1c295cbd8070fb6598f67admlt_after	2	acetylornithine/acetyl-lysine aminotransferase	0c0dd48ee0304d3a2bdeb823c3b06163mlt_after	4	Succinylornithine transaminase/acetylornithine aminotransferase	adee74dd27ed7fbfe5e072655cc5c0a2mlt_after	6	Acetylornithine aminotransferase, mitochondrial	a1ab13b90206e42654f55bfe3b1e0431mlt_after	5	Ornithine aminotransferase	8698051e18d4588d34cd6d8faa3fcb6cmlt_after	7	Ornithine aminotransferase 1	7c1bf81a7b8276991affaf15a519817bmlt_after	8	Ornithine aminotransferase 2	14877b921bc1104f22c20a54c02698d6mlt_after	9	Ornithine aminotransferase car2	7d21230b375058235eb3485ba9954808mlt_after	10
acetyltransferase, gnat family	univ	cs	10	acetyltransferase (GNAT) family protein	338992b66729c822a384df39469b3519mlt_after	2	GNAT family acetyltransferase	3bcc09ae3038881d505ae4a0f1564cc2mlt_after	1	GNAT family N-acetyltransferase	f2de21ffc7cdb18efbb778194ac8df64mlt_after	3	GNAT family acetyltraansferase	98c9cb94da2bf2fea08f47bf00ef3df3mlt_after	4	Vat family streptogramin A O-acetyltransferase	d33b5e02fd9bfc2b6e6d343007fbc0b3mlt_after	0	N-acetyltransferase family 8 member 2	9554e029a89722b1996d811f2bbfad27mlt_after	0	N-acetyltransferase family 8 member 3	01ae390d9b9d28cf188f3f0ac0d8404cmlt_after	0	N-acetyltransferase family 8 member 7	7777a1d891c1f3f15f206ede63bb7bd7mlt_after	0	Histone acetyltransferase of the MYST family 1	67c25bbdf2a30609593f7025ca5fa5ecmlt_after	0	Histone acetyltransferase of the MYST family 2	8e5f172ac214e49137a79c3a7e289b86mlt_after	0
acid membrane antigen A	univ	cs	10	membrane antigen 3	ba3107e25c08d0c8e85ed942d4b9f914mlt_after	1	membrane antigen 75	a1fbc40f99ff95916823495af58d1e84mlt_after	1	53 kDa membrane antigen A	6bfcfef3ce77bd9df693e18f7e56c439mlt_after	3	34 kDa membrane antigen	d7e61dbca32695544b64766ad686f5afmlt_after	3	Apical membrane antigen 1	af38af361361a796722c67a12afc04f0mlt_after	0	Apical membrane antigen 1, soluble form	9888340c1b2a77b8045f2addd88159f9mlt_after	0	Apical membrane antigen 1-like protein	ef9b401fa36e56fb546e45f526864988mlt_after	0	Outer membrane antigenic lipoprotein B	6a8b984578d6b6b42528b943bf5c37b2mlt_after	0	Antigenic membrane protein	8130be31f636821d8f568b8163985944mlt_after	0	Membrane antigen containing repeating peptides	c0d4f16a0619fbc7b7e0e1a51e37cceemlt_after	0
aconitate hydratase 2	univ	cs	10	aconitate hydratase	457fac59c39d15e2a8bd286e7d6b8b0cmlt_after	1	Aconitate hydratase 1	0f86ceb7313729e4eebe858bea90654emlt_after	2	Aconitate hydratase A	3e7164a35340de55f20e7b214105c8a3mlt_after	2	Aconitate hydratase B	895318e3774d6aa654da2e92c8496c6amlt_after	2	aconitate hydratase AcnA	4a5f7940947f3a1131b957d82f105a3bmlt_after	2	Aconitate/2-methylaconitate hydratase	62612f7e4aada6e6c10a71a922928151mlt_after	6	Aconitate hydratase 2, mitochondrial	a2b575202f7c063ece2cfe8cefdf41d0mlt_after	7	Aconitate hydratase, cytoplasmic	1bb2f5806fd323dd81268ba57255ee8dmlt_after	8	Cytoplasmic aconitate hydratase	4026f62a7533ceb5993a4bba941bb8fcmlt_after	9	Aconitate hydratase, mitochondrial	72bbdbff4e595026adb62e32e414ec1amlt_after	10
adenylate kinase (ATP-AMP transphosphorylase)	univ	cs	10	adenylate kinase	d74d8b51c5527efb8027ef88ceafdce1mlt_after	1	Adenylate kinase 1	0c5b64b15012611cbefaf471af117764mlt_after	2	Adenylate kinase 2	7960351aa7a7a93f455621a5e70bc441mlt_after	2	Adenylate kinase 3	ea1d8617404993442564e764365737ddmlt_after	2	Adenylate kinase 4	35e0872fc0370149aa4dd6329f36a940mlt_after	2	Adenylate kinase 7	8803eca5b04ad9ae07387e6601f7665fmlt_after	2	Adenylate kinase 8	3fb273e533e37c21b5eeca6d842179bdmlt_after	2	Adenylate kinase 9	b889a9da657d9642d67f60badb4680f2mlt_after	2	adenylate kinase B	774d3291777edb3d298955b7c7acdc89mlt_after	2	AMP phosphorylase	2bdc5007ccdaf496174b92120a1fe9c5mlt_after	10
alanyl-tRNA synthetase	univ	cs	10	phenylalanyl-tRNA synthetase (beta	61a0e26153d509078bc3d933fc0b5ac8mlt_after	0	phenylalanyl-tRNA synthetase (beta subunit)	80a49fe712a9f8ba0eba32b2a7a9a95bmlt_after	0	pyrolysyl-tRNA synthetase	840c91526c6cf5eaf608f3f5170723e6mlt_after	0	lysyl-tRNA synthetase (class II)	9cc1781f793e54873723542e7600161emlt_after	0	GlutamylGlutaminyl-tRNA synthetase	26808ac636f6299f055c4a44e40be39amlt_after	0	D-alanyl-alanine synthetase A	b0dc07d5df6778b402da6e71372da4bdmlt_after	0	Sep-tRNA:Cys-tRNA synthetase	08d0c841ceea49d09bc5ed06c03acaa5mlt_after	0	acyl-CoA synthetase	e53414e3aa1b98b2f209c3f363e82973mlt_after	0	Serine--tRNA synthetase-like protein Slimp	b6d317b4d11edc0b9b96a9f9b9a2e45bmlt_after	0	acyl-CoA synthetase FdrA	778096c5b4cb8fa8f7ef48219060c769mlt_after	0
alpha-2-macroglobulin family N- region	univ	cs	10	Alpha-2-macroglobulin	8a1f92cb28ff92d097fc59fea7ad3482mlt_after	1	Alpha-2-macroglobulin-P	971587b4a94281b2dd1e6ff174fc4ademlt_after	2	Alpha-2-macroglobulin homolog	7ce97e24540e1c9ff10beca9f3b5d23cmlt_after	3	Alpha-2-macroglobulin 35 kDa subunit	4dc58d2f435dbba84e281d65ac8896ccmlt_after	6	Alpha-2-macroglobulin-like protein 1	f4cdb4b9346ecc33c60aa18a47099f16mlt_after	5	Alpha-2-macroglobulin 165 kDa subunit	c2fd220385ed1fe3fecaccdf0aa316f2mlt_after	7	Alpha-1-macroglobulin	f39b3b34bb6e454b2c3e37b8b75b21e3mlt_after	8	Alpha-2-macroglobulin receptor-associated protein	25c00480c1d8768b6c1950cb3cbb38f4mlt_after	4	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8	480311e0f405e3a7c86b838696bd57d9mlt_after	10	Alpha-1-macroglobulin 45 kDa subunit	2b42e1f42b530ce6c9c33b5c7cd00027mlt_after	9
alpha/beta hydrolase fold	univ	cs	10	Alpha/beta hydrolase psoB	f743bb2326a0e28b9b019d13e56e1f00mlt_after	1	alpha/beta hydrolase L404	b8c61f80f8c98852ea27b3521ae41e6cmlt_after	1	alpha/beta hydrolase R526	08d0487eaffd029eafe7c01cffa9f93cmlt_after	1	alpha/beta fold putative hydrolase EstX	c978924e76c15e173742cf947f5953f0mlt_after	4	Alpha/beta hydrolase domain-containing protein 17A	52aa8db8e38aa41889fec31201910501mlt_after	0	Alpha/beta hydrolase domain-containing protein 17B	64e013ed219c179f3ed60314555f6dc0mlt_after	0	Alpha/beta hydrolase domain-containing protein 17C	2f1e4d31bd037cacb2c160206f551542mlt_after	0	Alpha/beta hydrolase domain-containing protein WAV2	d20a2016ab2209ff6c0e89e624e9b133mlt_after	0	Alpha/beta hydrolase domain-containing protein aho-3	7983ce4d8dfeb93def084c007897d7dfmlt_after	0	GTP cyclohydrolase FolE2	ce09a629b96c1705ca700a1dbbe43cfbmlt_after	0
amino acid	univ	cs	10	L-amino acid amidase	e353b37cbbbbe89731a663ef1494167amlt_after	0	amino acid permease	71399bbd4623ac06acfd350450ad61f9mlt_after	0	Amino-acid racemase	807e27fb356a714e0c5e55504d1e83b8mlt_after	0	D-amino-acid oxidase	4d868a70836882b4b7851ad4105c9483mlt_after	0	L-amino acid oxidase	fe971ccc261788bd7c255287cca9e161mlt_after	0	Amino acid permease 1	f14a5f5d5802e0cd351dc18068c48cafmlt_after	0	Amino acid permease 2	aac301ab5062a43fb0f33ec59ab79372mlt_after	0	Amino acid permease 3	006c05883741770d36f7471f0b3a587bmlt_after	0	Amino acid permease 4	a6495c81f60c53d70682e64f5855e002mlt_after	0	Amino acid permease 5	aa7f8ede61c2978a29ba528536e8624dmlt_after	0
amino acid ABC tansporter, permease protein, His/Glu/Gln/Arg/opine family	univ	cs	10	amino acid ABC transporter permease	54db31360cfe5a950d2969e2b7ddd3c9mlt_after	1	amino-acid ABC transporter permease protein HI_0179	a10c3e766c0c70631b89ba5e28fd0ed4mlt_after	2	amino-acid ABC transporter permease protein PatM	e053cb5385b77d6b595fea579e10bc40mlt_after	2	amino-acid ABC transporter permease protein YckA	0f93bbb3143d017f48768a640d8f841amlt_after	2	amino-acid ABC transporter permease protein y4tF	650729a6abe55d89e5e7b856f6167aa3mlt_after	2	amino-acid ABC transporter permease protein y4tG	30c421600be2e781ee8586e08d7b7f38mlt_after	2	amino-acid ABC transporter permease protein YhdX	9e3f9e67eec79b27ce06bfbba2576b0amlt_after	2	Inner membrane amino-acid ABC transporter permease protein YhdY	5602deed99bc6f2d1fdd0309c09a71b9mlt_after	10	glutamine ABC transporter permease protein GlnM	ec1f3561c51f066f3a35e051c5cbae19mlt_after	8	glutamine ABC transporter permease protein GlnP	093ec0e1aa1cba4da7289b5888455ec4mlt_after	9
aminoacyl-histidine dipeptidase	univ	cs	10	Dipeptidyl aminopeptidase 4	eab40f55be80ec856ffd29885fc6b43dmlt_after	0	Dipeptidyl aminopeptidase A	d9681710a90bf00ba1aec41b20ac2c39mlt_after	0	Dipeptidyl aminopeptidase B	af2771b38407ab26fdf176f4e182060fmlt_after	0	Dipeptidyl aminopeptidase BI	6460fd98bd7133491b9f5c6698113e4dmlt_after	0	Dipeptidyl aminopeptidase BII	38543d72102dd4aed706b6bd4155b0c5mlt_after	0	Dipeptidyl aminopeptidase BIII	e722b9a76471b32e51fc80c7b6eb9f09mlt_after	0	D-alanyl-D-alanine dipeptidase	052b06a8775cc9b08e5ff1c961a0b921mlt_after	0	2-(3-amino-3-carboxypropyl)histidine synthase	9754b90f30273feb7a5ea334b7e62280mlt_after	0	dipeptidyl aminopeptidase C2E11.08	dad3a554468c6bfbfe27d8b191ac3621mlt_after	0	dipeptidase	06b12c7ea5a88487ca6ead2030290b5cmlt_after	0
aminotransferase, class I/II	univ	cs	10	aminotransferase	a932cbe0882e201a26e60c182f82a7f7mlt_after	1	aminotransferase A	8c19c3cbda243d997b8daf8239353033mlt_after	2	Aminotransferase FUM8	e5ad266961cda3c663e41671e5ef07d5mlt_after	2	Aminotransferase PigE	b1f78057afbc754b94060435d240f33dmlt_after	2	Aminotransferase apf4	b4641b7d81dc90bec6ab596f458e9fa9mlt_after	2	Aminotransferase ataI	acafad56f9d458152ca040d9cf6d0bcfmlt_after	2	Aminotransferase atnJ	c7803d4b493b8d50d4d8e65a82bbfdacmlt_after	2	Aminotransferase lcsP	68e375f3ec4e6743ac9a2940cdd5e950mlt_after	2	Aminotransferase swnA	3f66edaddf6a8148a5caba9f0cf2e200mlt_after	2	Aminotransferase tdiD	d016170e572d7650f2c260fee29f4605mlt_after	2
anaeroBic dimethyl sulfoxide reductase chain b (dmso reductase iron-sulfur subunit)	univ	cs	10	Anaerobic dimethyl sulfoxide reductase chain B	536685b8b54c4af313b9ae01cd9266afmlt_after	1	Anaerobic dimethyl sulfoxide reductase chain C	2472049b14c299cea524408c2112288amlt_after	9	dimethyl sulfoxide reductase iron-sulfur subunit B	d478175f9f9f4eb2f3c5bc13a8e236fcmlt_after	2	Anaerobic dimethyl sulfoxide reductase chain YnfH	a904bc1c3e0db737574411555f5402cbmlt_after	3	anaerobic dimethyl sulfoxide reductase chain YnfG	d60990c2dbfeffaf61b4cc81904b13e6mlt_after	3	dimethyl sulfoxide reductase chaperone	1a7864a180942b845f0875c917d35c75mlt_after	10	Dimethyl sulfoxide reductase DmsA	bdb869ce4206fa286984c66211dfa05dmlt_after	5	dimethyl sulfoxide reductase chain YnfF	22558aa79d016a73c7b4358f2d09f3acmlt_after	5	dimethyl sulfoxide reductase chain YnfE	8d41b59105a9786334bd762e3f6683d9mlt_after	5	dimethylsulfoxide reductase subunit A	c0ae38e38460a7cfad5407a04b3cb32emlt_after	5
anaerobic C4-dicarboxylate membrane transporter	univ	cs	10	anaerobic C4-dicarboxylate transporter	fcc1702de45edc648642e39bb27a2f51mlt_after	1	anaerobic C4-dicarboxylate transporter DcuC	ead7a54bb6410b960d46d197e51677camlt_after	2	Anaerobic C4-dicarboxylate transporter DcuA	c4670348b31a38e50477905a3f5fe855mlt_after	2	Anaerobic C4-dicarboxylate transporter DcuB	8e5bf13ea76032fb1242012af005bc6amlt_after	2	Aerobic C4-dicarboxylate transport protein	8eda9c7a6c4371ac565646c8875d1801mlt_after	8	cryptic C4-dicarboxylate transporter DcuD	0a9b0bd2ca18d2d9d346d61aa2da5579mlt_after	9	aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate	f7740678b80ad759e376d0adb5df1ccbmlt_after	10	C4-dicarboxylate transporter DctA	2063fa76206cc7e9a32c366d80d2356emlt_after	7	C4-dicarboxylate transport protein	9112b99f2762462d110aff4bf06782d9mlt_after	5	C4-dicarboxylate transport protein 1	9ea7d8b5336671a04eb052afb62e7218mlt_after	6
antibiotic biosynthesis monooxygenase	univ	cs	10	sterigmatocystin biosynthesis monooxygenase stcW	8832f573cfc36f0ceff3e720015de886mlt_after	0	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	381a7b57a3641921a0205f9f92c250bemlt_after	0	Calichemicin antitumor antibiotic biosynthesis protein	c273703daa1705b76ad8f1fe559f4d5amlt_after	0	sterigmatocystin biosynthesis P450 monooxygenase STCB	02860ba8eed0110dccd244882b56aba6mlt_after	0	sterigmatocystin biosynthesis P450 monooxygenase stcF	aa606804273f2350c13175f3bd8773acmlt_after	0	sterigmatocystin biosynthesis P450 monooxygenase stcS	29c8c689343ae9fb797618274591a010mlt_after	0	Carbapenem antibiotics biosynthesis protein CarD	7796803c6de44a94573a2a0b9d0e7b1fmlt_after	0	Grayanic acid biosynthesis cluster cytochrome P450 monooxygenase	19d42ce85ab35990f8e37c5d35f66d60mlt_after	0	Phomenoic acid biosynthesis cluster cytochrome P450 monooxygenase	daecdba0c60f60cf383595ad3c498bfdmlt_after	0	monooxygenase	47be4e0b45fd27dddc1771ae6de04806mlt_after	1
antigenic protein	univ	cs	10	Antigenic protein P1	c9413cc7d445fa26a0fed9fb9b307a4emlt_after	1	Antigenic protein NP1	28b91eaa350d8445adecf1cc1208aa1cmlt_after	1	34 kDa antigenic protein	5a625e0dd8282e8774c3316294f72f34mlt_after	3	34 kDa antigenic protein homolog	66dbead112a9dd2301d2c24613b4e4camlt_after	3	Antigenic membrane protein	8130be31f636821d8f568b8163985944mlt_after	5	30 kDa antigenic glycoprotein	be85943cdde545d62347af7271ea3df6mlt_after	0	Autoantigenic sperm protein 4	4f92d50919b8e5c7b3aeb71c042d4082mlt_after	0	Autoantigenic sperm protein 7	31cd927cc921d9399e617b63d105809amlt_after	0	C protein alpha-antigen	42dd6f1e6b2252ec7fc4ce6fcc289f61mlt_after	0	Hematopoietic progenitor cell antigen CD34	f034e2a79468f742653ab9a609e578b1mlt_after	0
arginine-binding periplasmic protein 1	univ	cs	10	Arginine-binding periplasmic protein	f5fdc900b84d2797f0d940f3dbf3e213mlt_after	1	Lysine/arginine/ornithine-binding periplasmic protein	fed34fc3559277124e007cf21839ebc4mlt_after	2	Taurine-binding periplasmic protein	6db1a4110d87acc886ba171169149dc9mlt_after	0	Histidine-binding periplasmic protein	45005823c073acd0136b5945040757ecmlt_after	0	Nopaline-binding periplasmic protein	5c865a0f56da5b0c4d083161cecc1c0amlt_after	0	Octopine-binding periplasmic protein	4953ae4b355e21576bdbcd10258cea93mlt_after	0	Thiamine-binding periplasmic protein	3acfeb0ee43ea8d8918842cc93318cfemlt_after	0	Glutamine-binding periplasmic protein	c7e63aff5edeb60e6dff2927700acf98mlt_after	0	Putrescine-binding periplasmic protein	c0f08776b61feaed8e8c167c7a65cc98mlt_after	0	Ectoine-binding periplasmic protein TeaA	7cfdb924ad444be99ac3136aac0f4112mlt_after	0
arginyl-tRNA synthetase	univ	cs	10	phenylalanyl-tRNA synthetase (beta	61a0e26153d509078bc3d933fc0b5ac8mlt_after	0	pyrolysyl-tRNA synthetase	840c91526c6cf5eaf608f3f5170723e6mlt_after	0	GlutamylGlutaminyl-tRNA synthetase	26808ac636f6299f055c4a44e40be39amlt_after	0	lysyl-tRNA synthetase (class II)	9cc1781f793e54873723542e7600161emlt_after	0	phenylalanyl-tRNA synthetase (beta subunit)	80a49fe712a9f8ba0eba32b2a7a9a95bmlt_after	0	Sep-tRNA:Cys-tRNA synthetase	08d0c841ceea49d09bc5ed06c03acaa5mlt_after	0	acyl-CoA synthetase	e53414e3aa1b98b2f209c3f363e82973mlt_after	0	Serine--tRNA synthetase-like protein Slimp	b6d317b4d11edc0b9b96a9f9b9a2e45bmlt_after	0	Arginyl-tRNA--protein transferase 1	395f3be1319d8a22c0557aab42a4f336mlt_after	0	Arginyl-tRNA--protein transferase 2	86f2f7cc1cba4ab244797077eeac9e5cmlt_after	0
arsenical-resistance protein	univ	cs	10	Arsenical-resistance protein 2	c4df795e2da8bcaf3902657eca2b77damlt_after	1	Arsenical-resistance protein 3	8021658b11e966fc4a8a94012c5501a8mlt_after	1	Arsenical-resistance protein Acr3	9ad0bdb61a04e27796a26d4cb1ad68b6mlt_after	1	Arsenical resistance operon repressor	fa89113b7816ade70ac3e8c63e434722mlt_after	4	arsenical resistance operon repressor ArsD	6173f6cefaa3db8a4b822041b7bd4116mlt_after	4	arsenical resistance operon repressor ArsR	0417f6c675d804001feb588da3cb6c5bmlt_after	4	arsenical resistance operon repressor ArsR2	e4cd84bf9356726327b5484a36ecf4b5mlt_after	4	Arsenite resistance protein ArsB	4e52afb838d7207ab2b42df406d59487mlt_after	8	Arsenical resistance operon trans-acting repressor ArsD	af4e920600d4a488e94511e31fd8b311mlt_after	9	Arsenic resistance transcriptional regulator ArsR1	82866f0deb8e33b6df36b33c88d06c0fmlt_after	10
